"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226250,SUBJECT_ID
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226256,CENTER
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226248,STUDY
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226396,STRAT
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226251,AGE
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00253234,LANG_PREF
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226282,HH_ID
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226386,PSU_ID
"\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\Education and Occupation\Family\Gender\List Address Record\Marital Status\Race, Ethnic Background, Territory Born\",phv00226401,YRSUS
\Hispanic Community Health Study /Study of Latinos (HCHS/SOL)\Subject Phenotype\Sociodemography and Administration\Date of Clinic Visit\,phv00258036,CLINDATE
