\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00159553,shareid
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00159554,idtype
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00159556,exam
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00159558,exdate
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00226990,FOOTPAIN
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00226991,HEELATRO
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00226992,FOREATRO
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00226993,lesstoe
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot_2008_m_0611s\,phv00226994,pesplan
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot2_2008_m_0651s\,phv00163500,shareid
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot2_2008_m_0651s\,phv00163501,idtype
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot2_2008_m_0651s\,phv00163502,exam
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot2_2008_m_0651s\,phv00163508,exdate
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot2_2008_m_0651s\,phv00226995,HVALGUS
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Foot Study\vr_foot2_2008_m_0651s\,phv00226996,pescav
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\mnp0_14s\,phv00011075,AM2
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\mnp0_14s\,phv00011076,AM3
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\mnp0_14s\,phv00011077,AM4
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\mnp0_14s\,phv00011078,AM5
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\mnp0_14s\,phv00011079,IDTYPE
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\mnp0_14s\,phv00011080,shareid
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036418,IDTYPE
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036419,STOP_AGE
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036420,CAUSE
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036428,APPROX
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036429,OVREM1
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036430,OVREM2
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036431,OVREM3
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036432,OVREM4
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036433,OVREM5
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036434,OVREM6
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036435,OVREM7
\Framingham Cohort\Validated / Reviewed / Scored / Abstracted Data\Menopause\meno1_8s\,phv00036443,EST7
