"\Women's Health Initiative\Subject IDs, Consents and Subject Aliases\",phv00077314,SUBJID
"\Women's Health Initiative\Subject IDs, Consents and Subject Aliases\",phv00077315,CONSENT
"\Women's Health Initiative\Subject IDs, Consents and Subject Aliases\",phv00080742,SUBJECT_SOURCE
"\Women's Health Initiative\Subject IDs, Consents and Subject Aliases\",phv00080743,SOURCE_SUBJECT_ID
"\Women's Health Initiative\Subject Sample Mapping, Sample Aliases, Sample Study Accessions, Sample Use\",phv00080444,SUBJID
"\Women's Health Initiative\Subject Sample Mapping, Sample Aliases, Sample Study Accessions, Sample Use\",phv00080443,SAMPLE_ID
"\Women's Health Initiative\Subject Sample Mapping, Sample Aliases, Sample Study Accessions, Sample Use\",phv00080744,SAMPLE_SOURCE
"\Women's Health Initiative\Subject Sample Mapping, Sample Aliases, Sample Study Accessions, Sample Use\",phv00080745,SOURCE_SAMPLE_ID
"\Women's Health Initiative\Subject Sample Mapping, Sample Aliases, Sample Study Accessions, Sample Use\",phv00161363,SAMPLE_USE
"\Women's Health Initiative\Subject Sample Mapping, Sample Aliases, Sample Study Accessions, Sample Use\",phv00161362,STUDY
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080423,SUBJID
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080424,CTFLAG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080425,OSFLAG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080426,HRTFLAG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080427,DMFLAG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080428,CADFLAG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080429,HRTARM
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080430,DMARM
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080431,CADARM
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080432,CADDAYS
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080433,BMDFLAG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080434,AGESTRAT
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080435,REGION
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00080436,LANG
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00282912,LATREGION
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00282913,WATTSCAT
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00282914,LANGLEYSCAT
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00282915,LATREGIONCAD
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00282916,WATTSCATCAD
\Women's Health Initiative\Administration\rand_rel2: Randomization and Enrollment\,phv00282917,LANGLEYSCATCAD
\Women's Health Initiative\Administration\fust_rel3: Participant Follow-Up Status History (WHI Main Study and Extension)\,phv00192420,SUBJID
\Women's Health Initiative\Administration\fust_rel3: Participant Follow-Up Status History (WHI Main Study and Extension)\,phv00192421,FUSTARTDY
\Women's Health Initiative\Administration\fust_rel3: Participant Follow-Up Status History (WHI Main Study and Extension)\,phv00192422,FUENDDY
\Women's Health Initiative\Administration\fust_rel3: Participant Follow-Up Status History (WHI Main Study and Extension)\,phv00192423,FUSTATUS
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192296,SUBJID
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192297,EXTFLAG
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192298,EXTDAYS
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192299,EXTSTARTYR
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192300,EXT2FLAG
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192301,EXT2DAYS
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192302,EXT2MRC
\Women's Health Initiative\Administration\ext_rel2: WHI Extension Membership\,phv00192303,EXT2SRC
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282951,SUBJID
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282952,ADHVTYP
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282953,ADHVY
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282954,STARTDY
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282955,STCADDY
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282956,ENDDY
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282957,ENDCADDY
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282958,ADHRATE
\Women's Health Initiative\Administration\adh_cad_rel1: Adherence in the Calcium and Vitamin D Trial\,phv00282959,COLLECT
